id,Time,Transcriptions,Length,altitude,heading,speed,contact,clearance,callsign,callsign_matched
B665212A-F079-43BC-9AD4-19541498052E,1635865520,DESCENDING 5000 AMERICAN ,30,5000,NA,NA,False,False,NA,NA
0467A844-073C-42A9-A2C4-F071FF539869,1635865541,APPROACH ENVOY 3896 DESCENDING 12 FOR 8000 ENVOY 3896 REGIONAL APPROACH DESCEND AND MAINTAIN 7000 OUT OF 7000 ENVOY 3896,120,7000,NA,NA,False,False,ENY3896,NA
6A2F9F7A-F665-4ED5-9FFF-1B029360AD91,1635865577,536 LEFT 1000 AMERICAN,22,Possibly Missing KW,Missing ST,NA,False,False,NA,NA
70B2CE7A-2479-4E7B-8D69-5CBA8325D4D6,1635865581,EXEC JET 454 TURN 10 DEGREES RIGHT AND RIGHT ASEA 464,53,NA,10right,NA,False,False,NA,NA
6BE5FE1E-97A2-4845-BC45-783E7570EC48,1635865599,2415 ON THE AMERICAN 197,24,NA,NA,NA,False,False,AAL197,NA
EC827CE0-E93D-4E56-8602-4A65D95F845B,1635865603,APPROACH AMERICAN 1296 OUT OF 12 FOR 8000,41,Possibly Missing KW,NA,NA,False,False,AAL1296,NA
A4C6D052-1BB3-41B2-8B45-E58D3D574C37,1635865612,090 AMERICAN ,18,NA,NA,NA,False,False,NA,NA
B59DE52D-05CC-43BA-B5A2-5E3F42BFA0BC,1635865637,AND 4004 AMERICAN  EXEC JET 454 DESCEND MAINTAIN 3000 AT 3000 EXEC JET 454,79,3000,NA,NA,False,False,NA,NA
B78CD6DD-46D9-4320-A434-ABB50B1B9B8D,1635865650,190 AMERICAN ,18,NA,NA,NA,False,False,NA,NA
8BE6159E-30F5-47F7-B736-4502975D53DB,1635865657,ENVOY 3896 DESCEND MAINTAIN 5000 DESCEND AND MAINTAIN 5000 SOUTHWEST 3896,73,5000,NA,NA,False,False,ENY3896,NA
14FB31E1-2EB9-444A-B0F1-148DA7C91245,1635865687,SLOW TO  AMERICAN 705,25,NA,NA,NA,False,False,AAL705,NA
F9646BD7-8E96-49DC-A3B7-00C1CE3D6EE6,1635865706,020 JOIN 3577U ENVOY 3896 TURN 10 DEGREES RIGHT AND TO THE RIGHT ON COURSE ,79,NA,10right,NA,False,False,ENY3896,NA
A44BFC85-DF52-4F23-9F5D-66269B7C9274,1635865724,INDICATES CLEARED ILS 35 CENTER AMERICAN 75,43,NA,NA,NA,False,True,AAL75,NA
03981C02-EE42-44A1-BA42-DB68ACA8D776,1635865784,IM SORRY AH FLIGHT LEVEL 14,27,NA,NA,NA,False,False,NA,NA
9E4E9498-4753-4691-8C0C-A051087753CA,1635865799,ALL RIGHT CLEARED RNAV 36 LEFT APPROACH AMERICAN 2616,53,NA,Missing ST,NA,False,True,AAL2616,NA
2CF8F7E5-0F5A-4D5D-B209-C079182C8210,1635865816,10 RIGHT DOWN TO 4000 AMERICAN 1246,35,4000,Missing ST,NA,False,False,AAL1246,NA
4A2FFF32-357B-404E-9D2B-33E30E557942,1635865840,BONANZA 715 WELL SEE YAH,24,NA,NA,NA,False,False,NA,NA
E0B73578-7F46-4764-92B5-DE5A71DD0677,1635865859,MAINTAIN 4000 TO THE PUBLISHED CLEARED ILS 367 APPROACH ENVOY 3896,66,4000,NA,NA,False,True,ENY3896,NA
791B104C-D070-46AA-AB43-67638EA90108,1635865898,B YOU GOT AMERICAN 26,28,NA,NA,NA,False,False,AAL26,NA
95689510-2091-45D8-8982-8D0CDB077065,1635865911,CHARLIE BRAVO 4334,18,NA,NA,NA,False,False,NA,NA
52C823F9-D77A-44C4-B01C-859B7F3A70E4,1635865930,RIGHT HEADING 330 JOIN THE LOCALIZER AMERICAN 1226,50,NA,330,NA,False,False,AAL1226,NA
7AF9385C-5E07-4F2D-81ED-0C430A7D83FA,1635866000,ENVOY 3896 CONTACT TOWER 126.4839,33,NA,NA,NA,True,False,ENY3896,NA
F5FA41EE-6F70-4B9B-9BA0-42321CD499AA,1635866163,APPROACH UPS 25 HEAVY 11 FOR 8000,33,Possibly Missing KW,NA,NA,False,False,NA,NA
B764516B-4361-4B62-A1DE-8D352382D418,1635866443,040 JOIN THE 040,16,NA,NA,NA,False,False,NA,NA
238AECBB-4E8C-44F1-A7A7-C12227D45711,1635866509,AND LOCALIZER 36 AH REQUEST TAXI,32,NA,NA,NA,False,False,NA,NA
106B1D1D-8889-4BEA-AEB3-CD47525EC7EE,1635866564,UPS  HEAVY CONTACT KANSAS CITY TOWER 124.15 GOOD DAY 415 GOOD DAY JAZZ APPROACH DELTA 2353 LEFT 4 FOR 8000,110,Possibly Missing KW,Missing ST,NA,True,False,DAL2353,NA
F347B6D5-578F-4E20-A192-79C98E46016A,1635866682,APPROACH AMERICAN 2728 LEFT POINT 6 FOR 8000 AMERICAN 2728 APPROACH RUNWAY 35 CENTER,84,Possibly Missing KW,Missing ST,NA,False,False,AAL2728,NA
C7F6968C-F37E-47FF-97B8-26BFAE72E472,1635866797,3000 SOUTHWEST 66,17,Possibly Missing KW,NA,NA,False,False,NA,NA
E975D6DC-6A90-42CE-930B-AE482C84D539,1635866804,AMERICAN 2728 DESCEND AND MAINTAIN  CONTINUE TO 5000,61,5000,NA,NA,False,False,AAL2728,NA
74DEAEF2-E3C1-4257-B8B4-420C0031AC67,1635866831,270 HEADING UP TO 4000 DELTA ,35,4000,Missing ST,NA,False,False,NA,NA
8521EF65-063E-43FF-B195-D4FE87E3D2D4,1635866859,2202 FOLLOWING 766,18,NA,NA,NA,False,False,NA,NA
70034013-AED2-47C2-8503-3C31889AC1F6,1635866883,ROGER AH 3000 ILL SHOW 0 RNAV 36 LEFT APPROACH AND AH FOR 9,59,Possibly Missing KW,Missing ST,NA,False,False,NA,NA
5221F6A9-1A16-4A13-A1DC-80D1A7D039A4,1635866895,340 JOIN THE LOCALIZER DELTA 2353,33,NA,NA,NA,False,False,DAL2353,NA
F1601D58-68A7-4F02-A03C-189595AE23EB,1635866934,ALL RIGHT AH 3000 TILL ESTABLISHED CLEARED ILS 35 CENTER DELTA 2353 AMERICAN 1421 TURN LEFT HEADING 020 JOIN THE FINAL LEFT TO  JOIN THE 36 LEFT FINAL AMERICAN 1421,169,Possibly Missing KW,020,NA,False,True,AAL1421,NA
02463304-60AC-4AB6-A468-7AF8C6A0DDDB,1635866945,170 OR BETTER TO 5 AND AH REPORT ON THE AIRSPEED,48,NA,NA,Missing ST,False,False,NA,NA
C468F24E-3906-497D-91E2-BD4323AAC70A,1635867018,2655 GOOD DAY DELTA 2356,24,NA,NA,NA,False,False,DAL2356,NA
4C82D2A4-A091-4432-A19E-4CA4D2512AEB,1635867200,UNITED 426 OUT OF 12000 DESCENDING 8000,39,8000,NA,NA,False,False,NA,NA
7F6F6E46-6059-4947-92E5-DD20AF617E65,1635867208,UNITED 426 REGIONAL APPROACH GOOD MORNING RUNWAY 35R DESCEND MAINTAIN 7000 DESCEND TO 7000 FOR 35 RIGHT UNITED 426,114,7000,Missing ST,NA,False,False,NA,NA
905F32BF-9FBD-416B-A7FB-20BAC9DAA137,1635867243,UNITED 426 DESCEND MAINTAIN  UNITED 426,48,Missing ST,NA,NA,False,False,NA,NA
6E74506C-0F5F-48AB-988D-FF8DC14AF86E,1635869104,170 OR BETTER OCLOCK AND TOWER  SKYWEST ,48,NA,NA,NA,True,False,NA,NA
59F35A80-570C-4CA1-B228-F5D5860C7E4D,1635869180,AMERICAN 1245 MIKE,18,NA,NA,NA,False,False,AAL1245,NA
BE05B46D-A329-46BA-97A6-41AB27254FDC,1635869314,APPROACH ENVOY 2210 OUT OF 7000 AH  WITH MIKE FOR 35 RIGHT ENVOY 4210 APPROACH GOOD MORNING,97,Possibly Missing KW,Missing ST,NA,False,False,ENY2210,NA
27D1AB90-DFF2-424E-A005-775E5808C89B,1635869490,APPROACH ENVOY 4443 IS CHECKING VIA THE,39,NA,NA,NA,False,False,ENY4443,NA
B9AF197E-A06E-4ACD-BCD2-DA392AA6119F,1635869533,FEDEX 2735 HEAVY 11 DESCENDING 8000,35,8000,NA,NA,False,False,NA,NA
D5C0EF66-3CD7-43BB-A103-0E99C8164C92,1635869606,AND 6000 FEDEX 2735 HEAVY,25,Possibly Missing KW,NA,NA,False,False,NA,NA
65E3CA10-E72C-47A4-B3FE-D7B0812663E1,1635869611,APPROACH ENVOY  RIGHT,30,NA,Missing ST,NA,False,False,NA,NA
3CB4D260-636B-4477-AA4C-DFEFE90E397B,1635869689,RIGHT 340 AND SOUTHWEST ENVOY 4463,34,NA,340,NA,False,False,ENY4463,NA
9A52BEAB-4C7D-4A1D-9FF5-3AA6DBE913CF,1635869896,APPROACH ENVOY  HEADING 8000 WITH AH NOVEMBER FOR 35 RIGHT ENVOY 3850 REGIONAL APPROACH GOOD MORNING DESCEND AND MAINTAIN  ENVOY 3850 GOOD MORNING,165,Missing ST,Missing ST,NA,False,False,NA,NA
FBF49DC6-64B3-4E6C-99E4-E4AE3EFCAAC7,1635871430,AMERICAN 2437 TOWER ABOVE ON  POINT 15,43,NA,NA,NA,True,False,AAL2437,NA
9A87D4FD-F446-48DD-B4D3-7BA1F8C73625,1635871442,SKYWEST  FROM SHOWING 3000 TILL ESTABLISHED CLEARED LOCALIZER RUNWAY 36L,78,Possibly Missing KW,NA,NA,False,True,NA,NA
43269810-060D-4919-896C-52ACAC0A8C8D,1635871459,AND 3GA DESCEND TO 3700,23,3700,NA,NA,False,False,NA,NA
421B04F4-5AC1-4ED8-914F-D06CAC3E5608,1635871473,AND 3GA FLY HEADING 090,23,NA,090,NA,False,False,NA,NA
344E4D40-CCDE-477A-8B73-F3F835DDFA92,1635871493,ENVOY 3271 DIRECT TO ALL AND MAINTAIN 5000,42,5000,NA,NA,False,False,ENY3271,NA
AB430B41-2C0E-440B-ADF5-9B384429D0B1,1635871512,ENVOY 3721 APPROACH ROGER,25,NA,NA,NA,False,False,ENY3721,NA
639C7338-A529-4B71-AE9B-58414D6E8C3C,1635871519,N3GA FLY HEADING 020 INTERCEPT THE FINAL APPROACH COURSE 36 LEFT DESCEND AND MAINTAIN 3000,90,3000,020,NA,False,False,NA,NA
0A5E4C53-179D-4809-94BC-533BB693FAA4,1635871534,SKYWEST 3271 MAINTAIN 170 KNOTS TO CLOUD AND TOWER ABOVE AND 124.570 BOSTON TOWER THERE SKYWEST 5271 HAVE AH GOOD DAY,117,NA,NA,170,True,False,SKW3271,NA
35BC2AAD-BA98-4015-9AD6-F82ECF542123,1635871541,ENVOY 3721 SPEED 210,20,NA,NA,210,False,False,ENY3721,NA
9BC3845B-9E81-4B47-A63C-C7B437EC049F,1635871550,N3GA REDUCE SPEED 170 INBOUND,29,NA,NA,170,False,False,NA,NA
107A6981-AE0C-4588-8419-E12BA17C1D8F,1635871589,ENVOY 4251 TURN 10 DEGREES LEFT 10 DEGREES LEFT ON COURSE FOR 13GA TOWER BOUND ON  POINT 15124 POINT 150G AH 3GA WE CLEARED,128,NA,10left,NA,True,True,ENY4251,NA
BE1EDE45-A33B-4264-90FD-2A4169EA4DAE,1635871611,APPROACH 3G AH YOUR CLEARED RNAV 36 LEFT TOWER BOOVE AND 124.15,63,NA,Missing ST,NA,True,True,NA,NA
EC0554E9-6EA5-4287-8CDC-3F2BFA1E64A7,1635871618,OKAY AH TOWER 12415P AH 3GA ENVOY 4251 DESCEND AND MAINTAIN 3000,64,3000,NA,NA,True,False,ENY4251,NA
3B56A4EE-5FF2-48F0-A36A-D583CB108C35,1635871627,3000 ENVOY 4251 ENVOY 3721 MAINTAIN 4000 TRAFFIC 2 OCLOCK AH MILE 3000 AH CESSNA,80,4000,NA,NA,False,False,NA,NA
948A73D6-E163-4CF5-955F-A63F66DD2205,1635871634,ENVOY 3721 TURN LEFT DIRECT TO WIND,35,NA,Missing ST,NA,False,False,ENY3721,NA
CC687B50-CABF-4568-ADEA-D2B2DAECEF96,1635871678,3GA REDUCE TO FINAL APPROACH COURSE,35,NA,NA,NA,False,False,NA,NA
D9F71076-78A6-4913-A04F-1782FE563E50,1635871681,AH WERE SLOWING GOLF 3000,25,Possibly Missing KW,NA,NA,False,False,NA,NA
B84ACEDA-74F9-4D74-9925-3FE9A306C3C3,1635871710,3GA CROSS PRACTICAL TOWER 124.15,32,NA,NA,NA,True,False,NA,NA
29B975E8-A7CA-40BF-8041-A9795679216C,1635871727,ENVOY 4251 FLY HEADING 020 INTERCEPT THE FINAL APPROACH COURSE 36 LEFT 020 INTERCEPT THE FINAL APPROACH COURSE FOR AH 36 LEFT ENVOY 4061 ENVOY 3721 HAVE A MILE AND MAINTAIN 3000 TILL ESTABLISHED CLEARED RNAV 36 LEFT,215,3000,020,NA,False,True,ENY4251,NA
AFA03278-A9C6-411F-AB9D-23CCCD59FE73,1635871736,2000 TILL ESTABLISHED CLEARED ILS RUNWAY  FROM SHORT 3000 TILL ESTABLISHED CLEARED RNAV 36 LEFT,100,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
7AD456D3-05A2-4A08-9666-5013A3785FDB,1635871774,ENVOY 4251 AH 170 GREATER TO BOSTON TOWER 5124. OR GREATER TILL 5,71,NA,NA,NA,True,False,ENY4251,NA
5634C3CE-304D-445C-ADFD-03789525BCB0,1635871864,DELTA 2790 LEFT 090,19,NA,090,NA,False,False,DAL2790,NA
97707DD8-BBC0-4652-AE87-D2C2DBD1667A,1635871870,ENVOY 3891 KNOTS TO BOSTON TOWER 5124.15,40,NA,NA,Missing ST,True,False,ENY3891,NA
E024BACD-A460-4374-83F3-ED30558C0756,1635871872,170 PAPA CARAVAN ENVOY 36,25,NA,NA,NA,False,False,ENY36,NA
63774A71-0E1B-4BC5-84B8-DD3657470F7D,1635871941,JET  INTERCEPT FINAL APPROACH COURSE,43,NA,NA,NA,False,False,NA,NA
D738F8F8-CB9B-44DF-A284-199CBAE46A4B,1635871956,US 2795 CHOW 3000 TILL ESTABLISHED CLEARED RNAV 36 LEFT CLEARED FOR THE ESTABLISHED CENTER AH 36 LEFT JET ,110,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
92A92E22-3E36-4346-B0FC-893B4712F307,1635871997,UPS 2790 TOWER ON  POINT 151P JUST 2794 SEE YAH,52,NA,NA,NA,True,False,NA,NA
E3C17ABE-8E6E-4E4B-A049-B159AB3947AD,1635872034,AMERICAN 2469 DESCEND AND MAINTAIN 3000,39,3000,NA,NA,False,False,AAL2469,NA
529163FF-AACC-40C6-9BEE-D8FFE5C235B8,1635872044,ENVOY 3799 EXPEDITE DESCENT MAINTAIN 4000 OKAY WELL WE GET DOWN TO ,73,Missing ST,NA,NA,False,False,ENY3799,NA
8AE88B54-78D4-4691-BC0B-D0AE55548793,1635872054,AMERICAN 2469 WITH AH CHEROKEE 1 OCLOCK 6 MILES NORTHBOUND 2000 DESCENDING,74,Missing ST,NA,NA,False,False,AAL2469,NA
80DA979D-3188-4AE6-BCA5-7003A7C81AC2,1635876835,AMERICAN .75,19,NA,NA,NA,True,False,NA,NA
C9F7D43C-7FCC-41A0-9332-6CFC0095AEA5,1635876844,FARGO APPROACH MAINTAIN 6000,28,6000,NA,NA,False,False,NA,NA
5BC212B2-C1B6-48C9-80BA-47FE2A1D6714,1635876989,ALL RIGHT RIGHT TURN 6 TOWER THAT LOOK NOW,42,NA,Missing ST,NA,True,False,NA,NA
6F8726ED-DE50-427F-9E7A-04831CB5A91B,1635877029,210 OR BETTER AMERICAN ,27,NA,NA,NA,False,False,NA,NA
959BC2F5-F350-497A-B32E-DFB379EC4054,1635877118,OKAY 330 ON THE HEADING AND 5004 NOW CLEARED TO,47,NA,Missing ST,NA,False,True,NA,NA
9A1A45B6-A78A-4015-A239-EEA8BEB71B15,1635877120,LOCALIZER ROLLING 621,21,NA,NA,NA,False,False,NA,NA
47FE10B3-B121-4FA4-B3FD-D4AD02BB7539,1635877149,FEDEX 651 MAINTAIN AT ABOVE 4000 TILL ESTABLISHED ON AH AT OR ABOVE 4000 TILL ESTABLISHED AMERICAN 671,102,4000,NA,NA,False,False,AAL671,NA
1A42B1B5-2FC7-426F-8171-E98963BB64B0,1635877272,HEADING 310 ENVOY 3859,22,NA,310,NA,False,False,ENY3859,NA
A9F847AE-9B55-498B-AE0C-EEED2BF7C469,1635877325,RIGHT TURN 330 INTERCEPT 35,27,NA,330,NA,False,False,NA,NA
6C3DECEB-ACED-427B-9B8F-ACD52ED75C94,1635877328,RIGHT LOCALIZER ENVOY 3859,26,NA,Missing ST,NA,False,False,ENY3859,NA
6928AB1E-5A4A-4844-B867-ABD48C0199A3,1635877346,DESCEND MAINTAIN 4000 ENVOY 3859,32,4000,NA,NA,False,False,ENY3859,NA
0A3C3D61-604A-4579-9B5B-F9D967775273,1635877370,CENTER AMERICAN ,21,NA,NA,NA,False,False,NA,NA
DE6BF270-7EC8-40E8-AC34-B1F275F1633B,1635877376,SAY AGAIN APPROACH  IT MIGHT BE AH LITTLE CLOSE THAT AH GOLF 200 KILO,74,NA,NA,NA,False,False,NA,NA
D778BE54-7BED-4677-B301-2FCC01353926,1635877411,190 ON THE SPEED ENVOY 3859,27,NA,NA,Missing ST,False,False,ENY3859,NA
D4DC45D4-323A-46D7-A19E-2E35672C08C9,1635877455,ENVOY 3069 CONTACT FOR ABOUT 4000 TILL ESTABLISHED ON THE 35 RIGHT APPROACH 174 APPROACH AH RIGHT MAINTAIN 4000 TILL ESTABLISHED CLEARED FOR THE ILS 35 RIGHT APPROACH ENVOY 3859,177,4000,174,NA,True,True,ENY3069,NA
A973FD91-EA26-4ACC-B892-FDDAA5005FAF,1635877475,170 BETTER AH HOOK AND GOING TO TOWER HAVE AH GOOD NIGHT ENVOY 3859,67,NA,NA,NA,True,False,ENY3859,NA
C628F60A-ADFD-4AFE-9A14-7BA530150A8E,1635877488,DOWN TO 5000 DELTA 2647,23,5000,NA,NA,False,False,DAL2647,NA
4AD254C3-63A5-417C-9159-0A3DAE15FCE9,1635877527,AND TO 6056 YOU THE LEFT TURN RIGHT HEADING 310 RIGHT TURN TO  AMERICAN ,81,NA,310,NA,False,False,NA,NA
C8C62189-C180-458E-A719-AF35E63C12C1,1635877535,ALRIGHT WEVE GOT AH WEVE GOT THAT ALREADY 199005 ROGER,54,NA,Missing ST,NA,False,False,NA,NA
592E926D-20EA-4AAC-A79E-BC0BB7AA920A,1635877554,AMERICAN 607 FLY HEADING 33 INTERCEPT 330 TO INTERCEPT AH IN BOUND LIMA,71,NA,Missing ST,NA,False,False,AAL607,NA
715ED8FC-6FEA-4849-B1D8-9924B27DA3A3,1635877580,AMERICAN  DESCEND AND MAINTAIN 4000 DESCEND TO 4000 AMERICAN 26,68,4000,NA,NA,False,False,NA,NA
25F9178F-CE6A-422F-B857-4B8E12E6F6CB,1635877599,SLOW TO  07,17,NA,NA,NA,False,False,NA,NA
F3DD8F09-BCA7-4BC8-B341-95BE21FE4EEE,1635877617,APPROACH JET  DESCENDING VIA THE 135,45,Missing ST,NA,NA,False,False,NA,NA
54EE03F9-9008-488A-9CB5-CE20854FF9BC,1635877640,AND AH CLEARED ILS 35 RIGHT APPROACH 172 FOLLOW CONTACT TOWER 1275 SEE YAH OKAY AH 174 CLEARED ILS AH 35 RIGHT GOING TO TOWER,125,NA,172,NA,True,True,NA,NA
FE0110DB-D0BD-4157-A60A-F7B07DBEFF15,1635877749,APPROACH AMERICAN 553 OUT OF 9000 CLIMB TO 14 SIERRA AMERICAN  RIGHT FOR AMERICAN 553,92,Missing ST,Missing ST,NA,False,False,AAL553,NA
483E79FE-8B28-460F-B1C1-187EABAB95BA,1635877851,OUT OF 6 FOR ,20,NA,NA,NA,False,False,NA,NA
118C5C9B-3265-4B55-9CEF-CA2A56C064F1,1635877857,APPROACH AMERICAN 982 IS WITH YOU OUT OF 8500 FOR 6000,54,Possibly Missing KW,NA,NA,False,False,AAL982,NA
8101518A-C573-4C50-AD0A-BDAFE05F3AF4,1635877959,DOWN TO 5000 AMERICAN 982,25,5000,NA,NA,False,False,AAL982,NA
8DF8F495-896A-4A1C-90B4-EEE0911ABC6D,1635877996,APPROACH ENVOY  WITH YOU NOW AH 9500 FOR 8000 INBOUND THE SECOND LAYER AMERICAN 583 FLY HEADING ,105,Possibly Missing KW,Missing ST,NA,False,False,AAL583,NA
8C1D69CD-065A-47F2-B76A-0CAC49C4953D,1635878009,330 INTERCEPT AMERICAN 553 ROGER 1251 MAINTAIN 6000 DESCENDING 1958 FOR 6 AND AH SLOW TO  AMERICAN  APPROACH ROGER,125,Missing ST,NA,NA,False,False,AAL553,NA
CBAF13DE-FC91-4526-A5DF-ABC3F333AFB2,1635878108,EXPEDITE DOWN TO 5000 ENVOY ,33,5000,NA,NA,False,False,NA,NA
450CF855-6DCB-42CA-8791-7655E046D346,1635878140,270 ON THE HEADING AMERICAN 1251,32,NA,Missing ST,NA,False,False,AAL1251,NA
F9D2CBFF-7656-4872-8D82-050BE7915F70,1635878175,OKAY WERE AT 5000 CLEARED FOR THE ILS RUNWAY 35R,48,Possibly Missing KW,NA,NA,False,True,NA,NA
24364125-83B0-473E-A4AE-DA1F1D89A3AF,1635878190,APPROACH JET BLUE 79 PASSING 11 AND A HALF FOR 8000 JETBLUE 719.1,65,Possibly Missing KW,NA,NA,True,False,NA,NA
5F62582C-B7FC-4EC1-BDB0-CB393F1FC16A,1635878208,170 OCLOCK AND 127.5 AMERICAN 986,33,NA,NA,NA,True,False,AAL986,NA
F486DA77-8089-4F78-84F8-064706FB67AC,1635878267,AH AH CLEARED TO CROSS LONER AT OR ABOVE 5000,45,Possibly Missing KW,NA,NA,False,True,NA,NA
9521AD8F-8C14-40F3-B4C0-D8933EB1EC5C,1635878269,35 RIGHT AMERICAN 1250,22,NA,Missing ST,NA,False,False,AAL1250,NA
81C9AF63-CEB9-4396-837E-61C2644FD979,1635878295,276 BOSTON TOWER  AMERICAN 1256,35,NA,NA,NA,True,False,AAL1256,NA
E0CBEF6B-1C77-4ABE-88C0-05B5AD4DEE78,1635878323,CROSS TO 5000 CLEARED FOR AH ILS 35 RIGHT,41,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
E987EA22-0928-40F9-BB89-006A56EC12AB,1635878329,RIGHT 330 JET AH 35,19,NA,330,NA,False,False,NA,NA
6C1BEF95-6D1D-4785-9874-34EA7616000C,1635878340,SKYWEST  ,24,NA,NA,NA,False,False,NA,NA
D781C490-3E68-4356-825D-861C1DF5FF3C,1635878359,170 FOR 4000 TILL ESTABLISHED DOWN WIND FOR 21,46,Missing ST,NA,NA,False,False,NA,NA
755C42AB-619F-4BF1-9CCF-2204EA290232,1635878370,FLYING 200 JET 4709,19,NA,NA,NA,False,False,NA,NA
68271EB9-9920-44ED-9AAC-84006F859CC5,1635878386,127.5 TOWER ON  1,21,NA,NA,NA,True,False,NA,NA
C5BF4FEA-E24B-49EE-A965-7E498B88A76A,1635878404,LEFT AT 5000 CLEARED FOR THE SIOUX 55,37,Possibly Missing KW,Missing ST,NA,False,True,UND55,NA
07B0B731-F66A-400D-AA10-F8ADEED8FC69,1635878525,APPROACH ENVOY 41 IS FLIGHT LEVEL 6000 HEADING OF 220 POINT 4129 APPROACH THANKS FOR DELTA  ENVOY 4159,109,Possibly Missing KW,220,NA,False,False,NA,NA
1DD6A564-0BA7-47C7-8971-F3CCE1970193,1635878681, RIGHT ENVOY 4150,22,NA,Missing ST,NA,False,False,ENY4150,NA
0979C5B8-A26E-4328-AEF3-21DBC924A42F,1635878694,AMERICAN 2730 FOR 8,19,NA,NA,NA,False,False,AAL2730,NA
8873E6B2-075C-46DF-B062-BBF53BD6B00F,1635878713,AH WAS THAT OK AND AH WERE LOOKING ABOUT 5W TOWER FREQUE  EXEC JET 575 SKYWEST 3279 FARGO TOWER,99,NA,NA,NA,True,False,SKW3279,NA
1B944833-6D0D-4AD1-84EA-1798525ABED7,1635878730,AND WERE GOING TO  HEAVY 4159 THANK YOU,43,NA,NA,NA,False,False,NA,NA
CEE61B64-513D-4851-B530-FBECD0458B21,1635878747,ENVOY 4149 ON THE INTERCEPT ON THE HEADING,42,NA,Missing ST,NA,False,False,ENY4149,NA
AD87DA8B-3ED5-4AF0-B172-25945AB8B743,1635878788,APPROACH ENTER 45041,20,NA,NA,NA,False,False,NA,NA
559323B9-0F71-460C-B755-8B408ABF2A8D,1635878836,OKAY 172 TOWER ENVOY 4159 WELL SEE YOU,38,NA,NA,NA,True,False,ENY4159,NA
8853D059-3CAD-432A-8846-F7A0EF98B063,1635878971,AND APPROACH AMERICAN AH 2513 AH OUT OF AH 119 FOR 8000 EXPECT 35 RIGHT,71,Possibly Missing KW,Missing ST,NA,False,False,NA,NA
C3093FDD-11F1-4EA8-B904-F2EA24E904EF,1635878994,APPROACH AIR SHUTTLE ,29,NA,NA,NA,False,False,NA,NA
E140DB31-516B-40B4-BE28-D924446BA527,1635879091,AIR 1310 MAINTAIN 7000 FLY HEADING  60 HEAVY,52,7000,Missing ST,NA,False,False,NA,NA
C2495E18-3F28-49F5-9DC1-ECAC2376D395,1635879144,DOWN TO 5000 WERE JUST EXIT,27,5000,NA,NA,False,False,NA,NA
CAB3110F-1AF4-4FB6-A1E8-A1C2B4A70607,1635879153,ALL RIGHT 090 ON THE HEADING AND SLOW TO  YOUR HELP 50 UNITED,65,NA,090,NA,False,False,NA,NA
